"pers_id","id_no_storting","last_name","first_name","gender","birth_date","death_date","n_periods","periods_served","first_period","last_period","n_parties","parties_id","parties_name","ever_substitute","county_id","county_name","wikidata_id","wikipedia_no","wikipedia_en"
"NO_Bohmann_Odin-Adelsten_1985","ODB","Bohmann","Odin Adelsten","m","05jun1985",NA,1,"2009-2013","2009-2013","2009-2013",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark","Q11993207","Odin_Adelsten_Bohmann","NA"
"NO_Berrefjord_Oddvar_1918","ODBE","Berrefjord","Oddvar","m","20mar1918","25nov1999",2,"1965-69; 1973-77","1965-69","1973-77",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark","Q1805926","Oddvar_Berrefjord","Oddvar_Berrefjord"
"NO_Brubaek_Odd-Magnar_1965","ODBR","Brubæk","Odd Magnar","m","26mar1965",NA,1,"1989-93","1989-93","1989-93",1,"FrP","Fremskrittspartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Hanssen_Oddbjoern_1944","ODD","Hanssen","Oddbjørn","m","30may1944",NA,2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Andersen_Odd_1937","ODDA","Andersen","Odd","m","02mar1937",NA,1,"1993-97","1993-97","1993-97",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Bye_Oddmund_1935","ODDB","Bye","Oddmund","m","13mar1935","23sep2011",1,"1993-97","1993-97","1993-97",1,"H","Høyre",TRUE,"No","Nordland","Q14437471","Oddmund_Bye","NA"
"NO_Flattum_Odd_1942","ODDF","Flattum","Odd","m","09aug1942","25nov2024",2,"1981-85; 1985-89","1981-85","1985-89",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud","Q7077380","Odd_Flattum","Odd_Flattum"
"NO_Groethe_Oddvar_1952","ODDG","Grøthe","Oddvar","m","13jul1952",NA,1,"2005-2009","2005-2009","2005-2009",1,"Sp","Senterpartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Henriksen_Odd_1965","ODDH","Henriksen","Odd","m","01mar1965",NA,1,"2013-2017","2013-2017","2013-2017",1,"H","Høyre",FALSE,"No","Nordland","Q11229501","Odd_Henriksen","Odd_Henriksen"
"NO_Hovland_Odd-Harald_1962","ODDHOV","Hovland","Odd Harald","m","29sep1962",NA,1,"2021-2025","2021-2025","2021-2025",1,"A","Arbeiderpartiet",FALSE,"Ho","Hordaland","Q17096959","Odd_Harald_Hovland","Odd_Harald_Hovland"
"NO_Kalvik_Odd_1943","ODDK","Kalvik","Odd","m","30nov1943",NA,1,"1993-97","1993-97","1993-97",1,"SV","Sosialistisk Venstreparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Kylland_Oddbjoern_1975","ODDKYL","Kylland","Oddbjørn","m","09jan1975",NA,1,"2021-2025","2021-2025","2021-2025",1,"Sp","Senterpartiet",TRUE,"AA","Aust-Agder",NA,NA,NA
"NO_Landsverk_Odd_1923","ODDL","Landsverk","Odd","m","03aug1923","05sep2009",1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Langvatn_Odd_1963","ODDLAN","Langvatn","Odd","m","20apr1963",NA,1,"2021-2025","2021-2025","2021-2025",1,"H","Høyre",TRUE,"No","Nordland",NA,NA,NA
"NO_Naess_Odd_1928","ODDN","Næss","Odd","m","22sep1928",NA,1,"1977-81","1977-81","1977-81",1,"H","Høyre",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Svendsen_Odd-Terje_1984","ODDSVE","Svendsen","Odd Terje","m","26jan1984",NA,1,"2025-2029","2025-2029","2025-2029",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Doerum_Odd-Einar_1943","ODDØ","Dørum","Odd Einar","m","12oct1943",NA,4,"1977-81; 1997-2001; 2001-2005; 2005-2009","1977-81","2005-2009",1,"V","Venstre",FALSE,"Os","Oslo","Q1349776","Odd_Einar_Dørum","Odd_Einar_Dørum"
"NO_Evang_Oddbjoerg_1930","ODEV","Evang","Oddbjørg","f","14mar1930","16jul2018",1,"1973-77","1973-77","1973-77",1,"SVf","Sosialistisk Valgforbund",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Fagerheim_Oddleif_1911","ODFA","Fagerheim","Oddleif","m","20sep1911","11dec1999",5,"1950-53; 1958-61; 1969-73; 1973-77; 1977-81","1950-53","1977-81",1,"A","Arbeiderpartiet",TRUE,"SF","Sogn og Fjordane","Q4585987","Oddleif_Fagerheim","Oddleif_Fagerheim"
"NO_Fladstad_Odd-Frithjof_1907","ODFL","Fladstad","Odd Frithjof","m","31mar1907","01may1993",2,"1950-53; 1954-57","1950-53","1954-57",1,"B","Bondepartiet",TRUE,"Øs","Østfold","Q109639792","NA","Odd_Frithjof_Fladstad"
"NO_Flaete_Oddvar-Johannes_1944","ODFÆ","Flæte","Oddvar Johannes","m","31mar1944",NA,1,"1977-81","1977-81","1977-81",1,"A","Arbeiderpartiet",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Gloetvold_Ola-D_1949","ODG","Gløtvold","Ola D.","m","01jun1949",NA,4,"1973-77; 1993-97; 1997-2001; 2001-2005","1973-77","2001-2005",1,"Sp","Senterpartiet",TRUE,"He","Hedmark","Q7082844","Ola_D._Gløtvold","Ola_D._Gløtvold"
"NO_Hillgaar_Oscar-D_1945","ODH","Hillgaar","Oscar D.","m","08nov1945",NA,2,"1989-93; 1993-97","1989-93","1993-97",1,"FrP","Fremskrittspartiet",FALSE,"Ve","Vestfold","Q7106045","Oscar_D._Hillgaar","Oscar_Hillgaar"
"NO_Hammerstad_Oddmund-H_1942","ODHA","Hammerstad","Oddmund H.","m","15aug1942",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"Os","Oslo","Q7077514","Oddmund_Hammerstad","Oddmund_Hammerstad"
"NO_Hoejdahl_Odd_1921","ODHJ","Højdahl","Odd","m","05jan1921","23feb1994",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"Os","Oslo","Q4572052","Odd_Højdahl","Odd_Højdahl"
"NO_Halseth_Odd_1919","ODHL","Halseth","Odd","m","19dec1919","22mar2002",1,"1973-77","1973-77","1973-77",1,"ALP","Anders Langes Parti",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Hansen_Odin_1918","ODHN","Hansen","Odin","m","16apr1918","14sep1996",1,"1973-77","1973-77","1973-77",1,"SVf","Sosialistisk Valgforbund",FALSE,"No","Nordland","Q21774049","Odin_Hansen","Odin_Hansen"
"NO_Hoel_Oddmund_1910","ODHO","Hoel","Oddmund","m","18jan1910","26nov1983",3,"1954-57; 1958-61; 1961-65","1954-57","1961-65",1,"V","Venstre",FALSE,"ST","Sør-Trøndelag","Q3432178","Oddmund_Hoel_(1910–1983)","Oddmund_Hoel"
"NO_Haugland_Oddvar_1942","ODHU","Haugland","Oddvar","m","14sep1942","14apr2017",2,"1977-81; 1981-85","1977-81","1981-85",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Haagaard_Oddbjoern_1940","ODHÅ","Hågård","Oddbjørn","m","14jul1940","20feb2013",2,"1981-85; 1985-89","1981-85","1985-89",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag","Q7077476","Oddbjørn_Hågård","Oddbjørn_Hågård"
"NO_Holoes_Odd-Steinar_1922","ODHØ","Holøs","Odd Steinar","m","08apr1922","31aug2001",8,"1958-61; 1961-65; 1965-69; 1969-73; 1973-77; 1977-81; 1981-85; 1985-89","1958-61","1985-89",1,"KrF","Kristelig Folkeparti",TRUE,"Øs","Østfold","Q7077434","Odd_Holøs","Odd_Steinar_Holøs"
"NO_Igland_Oddvar_1963","ODI","Igland","Oddvar","m","22nov1963",NA,1,"2017-2021","2017-2021","2017-2021",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus","Q51844541","NA","Oddvar_Igland"
"NO_Ingebrigtsen_Odd-Emil_1964","ODIN","Ingebrigtsen","Odd Emil","m","08oct1964",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"No","Nordland","Q7077317","Odd_Emil_Ingebrigtsen","Odd_Emil_Ingebrigtsen"
"NO_Johansen_Odd-Harald_1982","ODJ","Johansen","Odd Harald","m","18aug1982",NA,1,"2005-2009","2005-2009","2005-2009",1,"A","Arbeiderpartiet",TRUE,"Tr","Troms","Q7077384","NA","Odd_Harald_Johansen"
"NO_Jacobsen_Oddbjoerg_1931","ODJA","Jacobsen","Oddbjørg","f","17apr1931",NA,1,"1965-69","1965-69","1965-69",1,"A","Arbeiderpartiet",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Kallerud_Odd_1926","ODKA","Kallerud","Odd","m","20jul1926","27apr2016",2,"1977-81; 1985-89","1977-81","1985-89",1,"H","Høyre",TRUE,"Bu","Buskerud","Q16090333","NA","Odd_Kallerud"
"NO_Kirkeby_Odd_1923","ODKI","Kirkeby","Odd","m","03apr1923","26dec2009",3,"1961-65; 1969-73; 1973-77","1961-65","1973-77",1,"H","Høyre",TRUE,"He","Hedmark","Q91011253","NA","Odd_Kirkeby"
"NO_Kulstad_Oddbjoerg_1900","ODKU","Kulstad","Oddbjørg","f","11dec1900","25may1964",1,"1945-49","1945-49","1945-49",1,"V","Venstre",TRUE,"No","Nordland",NA,NA,NA
"NO_Liasjoe_Oddrun-Dahle_1954","ODL","Liasjø","Oddrun Dahle","f","10jul1954",NA,1,"2001-2005","2001-2005","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Langlo_Oddbjoern-Sverre_1935","ODLA","Langlo","Oddbjørn Sverre","m","20apr1935","21jul2004",3,"1973-77; 1977-81; 1981-85","1973-77","1981-85",1,"H","Høyre",FALSE,"MR","Møre og Romsdal","Q4585968","Oddbjørn_Langlo","Oddbjørn_Sverre_Langlo"
"NO_Lien_Odd_1915","ODLI","Lien","Odd","m","16aug1915","24nov2002",2,"1973-77; 1977-81","1973-77","1977-81",1,"A","Arbeiderpartiet",FALSE,"VA","Vest-Agder","Q7077405","Odd_Lien","Odd_Lien"
"NO_Majala_Oddvar-J_1932","ODMA","Majala","Oddvar J.","m","09mar1932","03mar2022",2,"1981-85; 1985-89","1981-85","1985-89",1,"A","Arbeiderpartiet",FALSE,"Fi","Finnmark","Q7077546","Oddvar_J._Majala","Oddvar_J._Majala"
"NO_Midttun_Odd_1917","ODMI","Midttun","Odd","m","05apr1917","22oct1965",1,"1965-69","1965-69","1965-69",1,"Sp","Senterpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Morstoel_Oddvar_1927","ODMO","Morstøl","Oddvar","m","10jul1927","27sep2011",1,"1977-81","1977-81","1977-81",1,"KrF","Kristelig Folkeparti",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Nordli_Odvar_1927","ODNO","Nordli","Odvar","m","03nov1927","09jan2018",8,"1954-57; 1958-61; 1961-65; 1965-69; 1969-73; 1973-77; 1977-81; 1981-85","1954-57","1981-85",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q337295","Odvar_Nordli","Odvar_Nordli"
"NO_Omland_Odd_1956","ODO","Omland","Odd","m","29jan1956",NA,3,"2009-2013; 2013-2017; 2017-2021","2009-2013","2017-2021",1,"A","Arbeiderpartiet",TRUE,"VA","Vest-Agder","Q11993129","Odd_Omland","Odd_Omland"
"NO_Olsen_Odd-Birger_1918","ODOL","Olsen","Odd Birger","m","05jul1918","19feb2007",1,"1981-85","1981-85","1981-85",1,"SV","Sosialistisk Venstreparti",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Omland_Odvar_1923","ODOM","Omland","Odvar","m","18jul1923","02jul2025",1,"1977-81","1977-81","1977-81",1,"KrF","Kristelig Folkeparti",TRUE,"Ak","Akershus","Q7078381","Odvar_Omland","Odvar_Omland"
"NO_Pettersen_Oddrunn_1937","ODPE","Pettersen","Oddrunn","f","05mar1937","30nov2002",4,"1977-81; 1981-85; 1985-89; 1989-93","1977-81","1989-93",1,"A","Arbeiderpartiet",FALSE,"Fi","Finnmark","Q7077525","Oddrunn_Pettersen","Oddrunn_Pettersen"
"NO_Robbestad_Odd_1917","ODRO","Robbestad","Odd","m","12aug1917","31jul1997",1,"1969-73","1969-73","1969-73",1,"H","Høyre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Rusten_Odd-Torgeir_1925","ODRU","Rusten","Odd Torgeir","m","27feb1925","01feb2009",2,"1977-81; 1981-85","1977-81","1981-85",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q7077440","Odd_Torgeir_Rusten","Odd_Torgeir_Rusten"
"NO_Stoelen_Oda-Marie-Sagoer_1992","ODS","Stølen","Oda Marie Sagør","f","05jan1992",NA,1,"2013-2017","2013-2017","2013-2017",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Sefland_Odd_1935","ODSE","Sefland","Odd","m","15may1935","30apr2004",1,"1977-81","1977-81","1977-81",1,"H","Høyre",TRUE,"SF","Sogn og Fjordane","Q16097390","NA","Odd_Sefland"
"NO_Sivertsen_Odin_1914","ODSI","Sivertsen","Odin","m","01aug1914","24mar2008",1,"1973-77","1973-77","1973-77",1,"ALP","Anders Langes Parti",TRUE,"Ro","Rogaland","Q7077820","NA","Odin_Sivertsen"
"NO_Snoefugl_Oddbjoern_1941","ODSN","Snøfugl","Oddbjørn","m","02oct1941","14dec2022",1,"1969-73","1969-73","1969-73",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag","Q7077478","Oddbjørn_Snøfugl","Oddbjørn_Snøfugl"
"NO_Spillum_Oddleiv_1893","ODSP","Spillum","Oddleiv","m","09feb1893","24feb1977",1,"1954-57","1954-57","1954-57",1,"B","Bondepartiet",TRUE,"NT","Nord-Trøndelag","Q17120334","Oddleiv_Spillum","NA"
"NO_Tveit_Odd-Gunnar_1964","ODT","Tveit","Odd Gunnar","m","14mar1964",NA,4,"2009-2013; 2013-2017; 2017-2021; 2025-2029","2009-2013","2025-2029",1,"FrP","Fremskrittspartiet",TRUE,"AA","Aust-Agder","Q112248477","Odd_Gunnar_Tveit","NA"
"NO_Vattekar_Odd_1918","ODVA","Vattekar","Odd","m","02jan1918","19feb1992",3,"1969-73; 1973-77; 1977-81","1969-73","1977-81",1,"H","Høyre",FALSE,"Ve","Vestfold","Q11993141","Odd_Vattekar","Odd_Vattekar"
"NO_Vereide_Oddlaug_1933","ODVE","Vereide","Oddlaug","f","10apr1933","04aug2021",1,"1989-93","1989-93","1989-93",1,"KrF","Kristelig Folkeparti",TRUE,"SF","Sogn og Fjordane","Q55379978","Oddlaug_Vereide","Oddlaug_Vereide"
"NO_Vigestad_Odd_1915","ODVI","Vigestad","Odd","m","28mar1915","19jan1999",3,"1969-73; 1973-77; 1977-81","1969-73","1977-81",1,"KrF","Kristelig Folkeparti",FALSE,"MR","Møre og Romsdal","Q7077446","Odd_Vigestad","Odd_Vigestad"
"NO_With_Odd_1921","ODWI","With","Odd","m","16may1921","19jul2006",5,"1961-65; 1969-73; 1973-77; 1977-81; 1981-85","1961-65","1981-85",1,"KrF","Kristelig Folkeparti",TRUE,"No","Nordland","Q4586130","Odd_With","Odd_With"
"NO_Ystgaard_Oddvar_1921","ODYS","Ystgaard","Oddvar","m","15jun1921","04jun1974",1,"1969-73","1969-73","1969-73",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Zazzera_Odd-Jostein_1947","ODZA","Zazzera","Odd Jostein","m","24jan1947",NA,4,"1973-77; 1997-2001; 2001-2005; 2005-2009","1973-77","2005-2009",2,"ALP; FrP","Anders Langes Parti; Fremskrittspartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Oeines_Odin-Kristian_1898","ODØI","Øines","Odin Kristian","m","10feb1898","01nov1951",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Eriksen_Odd_1955","OE","Eriksen","Odd","m","11mar1955","11feb2023",3,"1989-93; 1993-97; 1997-2001","1989-93","1997-2001",1,"A","Arbeiderpartiet",TRUE,"No","Nordland","Q1367698","Odd_Eriksen","Odd_Eriksen"
"NO_Flem_Ola-Einar_1979","OEF","Flem","Ola Einar","m","18dec1979",NA,1,"2001-2005","2001-2005","2001-2005",1,"Sp","Senterpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Johansen_Odd-Erik_1938","OEJ","Johansen","Odd Erik","m","12mar1938",NA,1,"2001-2005","2001-2005","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"Te","Telemark",NA,NA,NA
"NO_Engen_Otto_1951","OEN","Engen","Otto","m","08jun1951",NA,2,"1989-93; 1993-97","1989-93","1993-97",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud","Q55381191","NA","NA"
"NO_Refsland_Oeivind_1937","OER","Refsland","Øivind","m","28nov1937",NA,1,"1993-97","1993-97","1993-97",1,"H","Høyre",TRUE,"VA","Vest-Agder",NA,NA,NA
"NO_Ramboel_Odd-E_1943","OERA","Rambøl","Odd E.","m","03jan1943",NA,1,"1977-81","1977-81","1977-81",1,"A","Arbeiderpartiet",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Erichsen_Olav_1907","OERI","Erichsen","Olav","m","15aug1907","16jan1985",1,"1945-49","1945-49","1945-49",1,"V","Venstre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Toreng_Egil_1922","OET","Toreng","Egil","m","05dec1922","08jan2015",1,"1958-61","1958-61","1958-61",1,"A","Arbeiderpartiet",TRUE,"He","Hedmark","Q5348012","Egil_Toreng","Egil_Toreng"
"NO_Grimstad_Oskar-J_1954","OG","Grimstad","Oskar J.","m","08nov1954",NA,4,"1997-2001; 2005-2009; 2009-2013; 2013-2017","1997-2001","2013-2017",1,"FrP","Fremskrittspartiet",TRUE,"MR","Møre og Romsdal","Q3433165","Oskar_Grimstad","Oskar_Jarle_Grimstad"
"NO_Brenden_Ole-Guttorm_1977","OGB","Brenden","Ole Guttorm","m","10apr1977",NA,2,"2017-2021; 2021-2025","2017-2021","2021-2025",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Hemsett_Ole-G_1927","OGH","Hemsett","Ole G.","m","05aug1927","01nov2004",1,"1977-81","1977-81","1977-81",1,"A","Arbeiderpartiet",TRUE,"No","Nordland",NA,NA,NA
"NO_Holtan_Ole-Gabriel_1919","OGHO","Holtan","Ole Gabriel","m","19aug1919","14jul2001",1,"1950-53","1950-53","1950-53",1,"H","Høyre",TRUE,"Os","Oslo",NA,NA,NA
"NO_Stokkenes_Ole-Gabriel-H_1900","OGHS","Stokkenes","Ole Gabriel H.","m","07nov1900","07mar1997",1,"1961-65","1961-65","1961-65",1,"KrF","Kristelig Folkeparti",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Grimstad_Ove-Geir_1944","OGI","Grimstad","Ove Geir","m","17may1944",NA,2,"1997-2001; 2001-2005","1997-2001","2001-2005",1,"H","Høyre",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Kverneland_Ole-Gabriel_1899","OGK","Kverneland","Ole Gabriel","m","25aug1899","11dec1964",1,"1954-57","1954-57","1954-57",1,"H","Høyre",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Kveseth_Ole-Guenther_1900","OGKV","Kveseth","Ole Günther","m","14jun1900","09feb1978",1,"1945-49","1945-49","1945-49",1,"A","Arbeiderpartiet",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Mortensen_Odd_1956","OGM","Mortensen","Odd","m","23dec1956",NA,1,"2009-2013","2009-2013","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Narud_Ole-Gustav_1958","OGN","Narud","Ole Gustav","m","26feb1958",NA,1,"2009-2013","2009-2013","2009-2013",1,"Sp","Senterpartiet",TRUE,"He","Hedmark","Q11993601","Ole_Gustav_Narud","Ole_Gustav_Narud"
"NO_Groestad_Odd_1938","OGR","Grøstad","Odd","m","12sep1938","15jul2020",1,"1993-97","1993-97","1993-97",1,"A","Arbeiderpartiet",TRUE,"Bu","Buskerud",NA,NA,NA
"NO_Tromsdal_Ola-G_1924","OGT","Tromsdal","Ola G.","m","12may1924","20sep2002",1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Tofte_Olga_1903","OGTO","Tofte","Olga","f","12jul1903","14mar1992",1,"1958-61","1958-61","1958-61",1,"B","Bondepartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Holten_Odd_1940","OH","Holten","Odd","m","28aug1940",NA,4,"1989-93; 1993-97; 1997-2001; 2001-2005","1989-93","2001-2005",1,"KrF","Kristelig Folkeparti",FALSE,"Øs","Østfold","Q7077391","Odd_Holten","Odd_Holten"
"NO_Hansen_Oeystein-Langholm_1957","OHA","Hansen","Øystein Langholm","m","04aug1957",NA,2,"2013-2017; 2017-2021","2013-2017","2017-2021",1,"A","Arbeiderpartiet",TRUE,"Ro","Rogaland","Q15306091","Øystein_Langholm_Hansen","Øystein_Langholm_Hansen"
"NO_Berg_Olav-Hermann_1904","OHB","Berg","Olav Hermann","m","30may1904","06aug1993",2,"1954-57; 1958-61","1954-57","1958-61",1,"A","Arbeiderpartiet",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Bjaaland_Oda-Helene_1928","OHBJ","Bjaaland","Oda Helene","f","16aug1928","19nov2006",1,"1985-89","1985-89","1985-89",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Braaten_Ole-Harald_1939","OHBR","Bråten","Ole Harald","m","10jan1939",NA,1,"1985-89","1985-89","1985-89",1,"SV","Sosialistisk Venstreparti",TRUE,"No","Nordland",NA,NA,NA
"NO_Hedstroem_Oeystein_1946","OHE","Hedstrøm","Øystein","m","07aug1946",NA,4,"1989-93; 1993-97; 1997-2001; 2001-2005","1989-93","2001-2005",1,"FrP","Fremskrittspartiet",FALSE,"Øs","Østfold","Q8079322","Øystein_Hedstrøm","Øystein_Hedstrøm"
"NO_Hermanrud_Odd_1914","OHEH","Hermanrud","Odd","m","22mar1914","28jul1987",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"Op","Oppland",NA,NA,NA
"NO_Groentvedt_Oddvar-Hilding_1915","OHG","Grøntvedt","Oddvar Hilding","m","07sep1915","09apr2000",1,"1965-69","1965-69","1965-69",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Sveian_Ole-Herman_1974","OHJ","Sveian","Ole Herman","m","04may1974",NA,2,"1997-2001; 2025-2029","1997-2001","2025-2029",1,"Sp","Senterpartiet",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Lunde_Ole-Haakon_1935","OHLU","Lunde","Ole Haakon","m","30jul1935",NA,1,"1989-93","1989-93","1989-93",1,"H","Høyre",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Martinussen_Olav-Helge_1909","OHM","Martinussen","Olav Helge","m","23nov1909","27feb1992",3,"1954-57; 1958-61; 1961-65","1954-57","1961-65",1,"H","Høyre",TRUE,"No","Nordland",NA,NA,NA
"NO_Nestvold_Olaug-Harriet_1936","OHN","Nestvold","Olaug Harriet","f","01mar1936","14jul2024",1,"1977-81","1977-81","1977-81",1,"Sp","Senterpartiet",TRUE,"NT","Nord-Trøndelag",NA,NA,NA
"NO_Nystog_Olav-H_1940","OHNY","Nystog","Olav H.","m","16nov1940",NA,1,"1981-85","1981-85","1981-85",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Hoelseth_Ole-Trygsland_1966","OHO","Hoelseth","Ole Trygsland","m","05mar1966",NA,1,"2013-2017","2013-2017","2013-2017",1,"FrP","Fremskrittspartiet",TRUE,"Ve","Vestfold",NA,NA,NA
"NO_Reiakvam_Oddvar-Hallset_1985","OHR","Reiakvam","Oddvar Hallset","m","04jun1985",NA,2,"2005-2009; 2009-2013","2005-2009","2009-2013",1,"FrP","Fremskrittspartiet",TRUE,"SF","Sogn og Fjordane","Q7077544","NA","Oddvar_Reiakvam"
"NO_Sandsdalen_Olav-H_1919","OHS","Sandsdalen","Olav H.","m","13mar1919","13dec2004",1,"1958-61","1958-61","1958-61",1,"A","Arbeiderpartiet",TRUE,"Te","Telemark",NA,NA,NA
"NO_Skog_Ole_1922","OHSK","Skog","Ole","m","18nov1922","20aug2018",1,"1965-69","1965-69","1965-69",1,"SF","Sosialistisk Folkeparti",TRUE,"Os","Oslo",NA,NA,NA
"NO_Husoey_Oliver_1989","OHU","Husøy","Oliver","m","09dec1989",NA,1,"2013-2017","2013-2017","2013-2017",1,"H","Høyre",TRUE,"ST","Sør-Trøndelag",NA,NA,NA
"NO_Ingvaldstad_Ola_1944","OI","Ingvaldstad","Ola","m","16dec1944",NA,3,"1993-97; 1997-2001; 2001-2005","1993-97","2001-2005",1,"FrP","Fremskrittspartiet",TRUE,"Ro","Rogaland",NA,NA,NA
"NO_Dokken_Oeyvin-Sindre_1918","OIDO","Dokken","Øyvin Sindre","m","11sep1918","17mar1998",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Ekeberg_Oeivind_1945","OIE","Ekeberg","Øivind","m","20jan1945",NA,1,"2001-2005","2001-2005","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Moe_Olav-Ingebjoern_1968","OIM","Moe","Olav Ingebjørn","m","23jul1968",NA,1,"2013-2017","2013-2017","2013-2017",1,"KrF","Kristelig Folkeparti",TRUE,"Øs","Østfold",NA,NA,NA
"NO_Rausandhaug_Olga-Ingara_1908","OIR","Rausandhaug","Olga Ingara","f","29aug1908","15mar1998",1,"1961-65","1961-65","1961-65",1,"A","Arbeiderpartiet",TRUE,"MR","Møre og Romsdal",NA,NA,NA
"NO_Johansen_Ole-Jacob_1962","OJ","Johansen","Ole-Jacob","m","16jun1962",NA,3,"2001-2005; 2013-2017; 2017-2021","2001-2005","2017-2021",1,"FrP","Fremskrittspartiet",TRUE,"Ak","Akershus",NA,NA,NA
"NO_Brunaes_Ole-Johs_1936","OJB","Brunæs","Ole Johs.","m","04feb1936","24feb2019",3,"1989-93; 1993-97; 1997-2001","1989-93","1997-2001",1,"H","Høyre",FALSE,"Ve","Vestfold","Q7085875","Ole_Johs._Brunæs","Ole_Johs._Brunæs"
"NO_Henden_Olin-Johanne_1972","OJH","Henden","Olin Johanne","f","17dec1972",NA,1,"2001-2005","2001-2005","2001-2005",1,"H","Høyre",TRUE,"SF","Sogn og Fjordane",NA,NA,NA
"NO_Jensen_Oddvar-Johan_1950","OJJ","Jensen","Oddvar Johan","m","07feb1950",NA,1,"2001-2005","2001-2005","2001-2005",1,"KrF","Kristelig Folkeparti",TRUE,"Ho","Hordaland",NA,NA,NA
"NO_Saether_Ole-Jacob_1944","OJSH","Sæther","Ole-Jacob","m","26jan1944","07sep2025",1,"1981-85","1981-85","1981-85",1,"H","Høyre",TRUE,"Op","Oppland",NA,NA,NA
"NO_Vierdal_Ole-Johan_1962","OJV","Vierdal","Ole Johan","m","20nov1962",NA,1,"2013-2017","2013-2017","2013-2017",1,"Sp","Senterpartiet",TRUE,"Ro","Rogaland","Q17113630","Ole_Johan_Vierdal","NA"
